-0.11324,-0.0045638,9.7723,0.081187,-0.00088013,0.2703
-0.057866,-0.13846,9.6777,-0.13723,0.0015404,-0.080913
-0.042541,-0.038883,9.8147,-0.10369,-0.25611,0.080313
0.053121,-0.11983,9.6772,-0.15428,0.047844,0.065415
-0.12686,-0.26685,9.7779,-0.034055,-0.18454,-0.057102
0.032437,-0.065529,9.7873,-0.036762,0.066916,-0.10672
-0.040767,-0.26524,9.9123,0.026179,0.035064,0.012269
-0.0035656,0.088694,9.9054,0.011649,0.037924,0.053257
0.066524,-0.21044,9.916,0.026688,-0.10451,0.0057869
-0.0030562,0.063094,9.9856,0.093179,-0.25323,-0.013906
0.080381,0.15662,9.7338,0.052753,-0.1365,-0.27023
-0.16193,0.10685,9.84,-0.12591,-0.19234,-0.015021
0.1282,-0.057354,9.7369,-0.17855,-0.042181,0.25493
-0.11598,0.051052,9.8361,0.096488,0.017298,0.01012
-0.060839,-0.019361,9.7745,-0.018839,-0.045317,-0.013447
-0.011887,-0.02122,9.8121,-0.090105,0.0040577,0.054755
0.052283,-0.22013,9.8794,-0.15943,-0.20201,0.15035
-0.076864,0.043486,9.8027,0.031079,0.055508,-0.010494
-0.084767,-0.051261,9.7246,-0.0017966,0.17513,0.14633
0.036235,-0.11777,9.7182,0.038353,-0.10021,0.095505
-0.061271,0.22785,9.5281,0.037292,-0.058392,0.0235
0.15105,0.19773,9.7847,-0.0097052,0.034937,0.010566
-0.022268,-0.16652,9.9576,-0.0062878,0.035868,0.11396
-0.11335,0.10424,9.9753,0.0041911,0.14069,-0.12196
-0.0040411,0.025456,9.8277,0.038802,-0.11303,-0.11615
0.18669,0.092612,9.6613,-0.011399,-0.1237,0.0011251
-0.12233,0.1845,9.84,0.10995,-0.20317,0.024716
0.020234,-0.25273,9.9709,-0.099832,-0.15357,0.073832
0.07278,-0.13518,9.7113,-0.024833,0.065282,0.021542
0.15132,-0.0098671,9.8795,0.079948,-0.0028158,0.046527
0.19036,0.14845,9.6174,0.0069033,0.078818,0.17649
0.039705,0.17236,9.7533,-0.085437,0.17643,-0.11012
0.033456,-0.43081,9.7599,-0.1874,-0.0043039,-0.060279
0.14976,-0.1705,9.8371,-0.12238,0.13652,0.014435
0.0083392,0.21559,9.797,0.010332,-0.076571,0.036805
0.1248,0.17436,9.5533,0.11097,-0.019672,0.14078
0.10922,-0.19338,9.5012,-0.071451,-0.13768,-0.064934
0.035003,0.022575,9.7366,0.040427,0.04171,0.079603
0.10695,0.25651,9.8642,-0.097302,0.021672,0.02398
0.10155,0.0027471,9.8132,0.01847,-0.1372,-0.13588
0.082661,-0.12826,9.9124,0.009869,-0.0091578,-0.054409
0.016688,0.069412,9.9657,-0.14601,0.07474,0.027404
0.0069001,0.075086,9.6433,0.094802,0.091369,0.010313
0.045518,-0.053207,9.6739,-0.097508,-0.13192,0.0090692
0.044456,-0.18279,9.7363,-0.055786,0.047185,-0.0026849
-0.019406,-0.090131,9.8746,-0.086991,0.03083,-0.023821
0.072589,0.23439,9.621,-0.12653,0.049079,-0.021218
0.068105,0.20333,9.8563,-0.045799,0.11704,0.16908
0.067601,0.19621,9.8341,0.080792,0.019778,0.0071745
0.077866,-0.31538,9.7008,-0.056521,0.15665,0.077356
-0.10126,0.12738,9.7462,0.18027,-0.035885,-0.075953
-0.036797,0.084235,9.6538,0.12942,-0.13854,0.052359
0.11758,0.026402,9.6581,0.14895,-0.017431,-0.12684
0.058243,-0.24375,9.8089,0.15973,-0.13934,-0.020415
-0.084671,0.019691,9.8371,-0.020827,-0.085499,0.032645
0.013405,0.14341,9.8503,-0.0078272,0.14092,-0.099805
-0.012289,-0.23579,9.8691,-0.011583,0.00017062,-0.009091
0.030476,-0.031766,9.7221,-0.23135,0.054693,0.0054973
-0.13417,-0.20493,9.8806,-0.099852,-0.044959,0.011843
0.082671,0.023104,9.8008,0.026532,-0.10852,-0.041305
-0.15282,-0.0066031,9.715,-0.010086,0.01688,-0.027095
0.010963,-0.12071,10.017,-0.025602,0.073361,-0.0061546
-0.0078424,-0.020257,9.6326,0.060314,0.070639,-0.041031
-0.12395,0.075151,9.9384,0.07946,0.12479,-0.12887
0.15408,-0.052763,9.9742,0.016448,-0.12778,-0.027982
0.0069549,0.20664,9.9141,0.074208,0.066783,-0.10411
-0.15094,-0.057701,9.5941,0.10324,-0.096174,-0.10449
0.027699,-0.37249,9.7349,-0.040917,0.0013976,-0.0030236
0.058629,0.11376,9.8205,-0.1577,-0.21267,-0.018489
0.03116,-0.049401,9.7001,0.15087,-0.01533,0.041014
0.036085,0.31603,9.9566,0.064007,0.074795,0.127
0.014533,-0.033633,9.8841,-0.016588,0.002874,-0.078943
-0.073234,0.036642,9.9747,0.037571,0.050401,0.32138
0.021006,0.12561,9.8545,-0.08629,0.069592,-0.017077
0.18828,0.14109,9.8849,0.031938,-0.010917,-0.048567
0.039284,-0.14008,9.7567,0.0087531,0.0065362,-0.16915
-0.00070823,-0.12547,9.6644,0.013581,0.1402,0.15434
-0.016923,-0.13632,9.9149,0.0015684,0.22483,0.12766
0.11998,0.11958,9.6505,-0.049899,-0.080435,0.1537
0.017174,0.36297,9.69,0.0048502,-0.081879,-0.057604
-0.063387,-0.37452,9.7435,0.19441,0.086788,0.11882
0.028543,0.023889,10.018,0.21271,-0.17593,-0.068029
0.099554,0.07444,9.8416,-0.11798,0.090379,0.062015
0.097065,0.20271,9.8337,0.079543,-0.082151,0.017848
0.061786,-0.048989,9.628,-0.17455,-0.089934,0.023616
0.17054,0.10913,9.834,-0.11432,-0.051966,0.081078
0.12266,0.17394,9.6117,-0.05657,-0.043305,0.015411
-0.074384,0.22818,9.7701,0.038559,-0.026201,0.053991
0.031627,-0.055283,9.7041,-0.11957,-0.11645,0.0012796
-0.070923,0.013943,9.7275,0.0086185,-0.068293,0.033045
-0.055956,0.098619,9.8137,0.038529,-0.02619,0.01883
-0.017081,-0.13602,9.7453,-0.019119,0.0075586,-0.15827
-0.023741,0.026659,9.6205,0.081241,0.0047255,-0.31081
0.039909,-0.24084,9.7323,0.16087,0.034807,0.11464
-0.10434,-0.28568,9.6064,-0.22925,-0.056435,-0.26064
-0.019351,0.030886,9.5076,-0.067135,0.10764,0.27489
-0.17088,-0.046747,9.7747,-0.017465,-0.1393,0.0075154
0.053723,0.03816,9.7356,0.071925,-0.16685,0.11628
-0.022515,-0.13833,9.7527,-0.17795,-0.088966,-0.096775
0.094314,-0.3428,9.9085,0.0019787,0.011429,-0.16775
0.053785,0.13742,9.869,0.20385,0.0088076,0.01297
-0.17183,0.039792,9.7836,0.023119,0.21237,0.081141
0.024346,-0.075143,9.6578,0.069172,-0.017259,-0.06601
-0.033698,-0.30732,9.839,-0.11967,-0.0941,-0.01497
-0.10546,-0.083114,9.5303,0.10185,-0.084436,-0.065186
-0.068782,-0.0067137,9.8476,0.017005,-0.091283,0.027976
0.075148,-0.29928,9.7916,-0.018302,-0.049767,0.15323
-0.021106,-0.0041139,9.9507,0.0040583,-0.054963,0.017365
-0.060183,0.022387,9.9153,0.068814,0.091757,-0.0069399
0.10993,-0.05731,9.835,-0.06653,-0.076078,0.051584
-0.022797,-0.14995,9.7811,-0.23012,-0.10858,-0.072463
-0.065721,-0.20464,9.5807,-0.082889,-0.0028413,-0.05427
0.25835,0.025325,9.7539,0.037074,-0.20875,0.03494
0.0031297,0.1967,9.7626,0.069932,0.071147,0.05636
-0.1695,-0.1243,9.8712,-0.22739,-0.12367,-0.063685
0.063431,-0.19685,9.996,-0.020267,-0.0069675,-0.0037323
0.20073,-0.18627,9.8975,-0.083744,0.13004,-0.013518
-0.042672,-0.18758,9.8596,0.027727,0.2185,-0.1128
0.056259,0.030578,9.5883,-0.026422,0.084996,0.028331
-0.073718,0.28701,9.9245,0.11737,-0.091118,-0.011699
0.012506,-0.093552,9.5731,-0.17103,-0.068284,-0.13051
0.15625,0.23618,9.7416,-0.11942,0.11349,0.169
-0.10644,-0.16687,9.9193,-0.087315,-0.058107,0.041771
-0.014396,-0.06951,9.837,-0.21319,0.068792,0.022076
-0.19015,-0.07987,9.7249,0.11466,0.13498,-0.13971
-0.19108,-0.029373,9.9459,0.078036,-0.039076,-0.036103
-0.05613,-0.10013,9.8093,-0.085635,-0.16294,0.16647
0.17532,-0.073886,9.7298,0.18808,0.12703,-0.14608
0.039775,-0.053379,9.7161,-0.032909,0.069228,0.14604
-0.028697,0.082412,9.749,-0.011005,-0.15067,0.12584
0.12921,-0.01001,9.9205,0.019777,-0.12578,-0.10329
0.061232,-0.020299,9.9524,-0.090514,-0.03378,-0.089638
-0.041243,0.155,9.5749,0.13547,-0.084704,-0.082695
-0.044032,-0.11166,9.7665,-0.039384,0.090245,-0.12886
0.13308,-0.021013,9.6957,-0.052291,-0.041684,-0.21586
-0.047171,0.10676,9.7452,0.04359,-0.034799,-0.054017
0.13368,0.17669,9.5485,-0.018117,0.005449,-0.027894
-0.072561,0.13805,9.8247,0.047144,-0.069111,0.052334
0.18106,0.13129,9.8173,0.22166,-0.18789,0.14863
0.032454,-0.19815,9.6014,-0.11376,0.034349,-0.10256
-0.056938,-0.20138,9.9153,-0.061505,0.0034534,0.14855
-0.030878,-0.14454,9.9157,-0.0071083,-0.032267,0.15651
0.022591,-0.012664,9.7889,0.015545,0.0049122,-0.085048
-0.069469,-0.22583,9.7331,-0.05336,0.010978,-0.062458
-0.12081,-0.14528,9.6832,-0.12918,0.12515,-0.080541
0.022145,-0.067919,9.8647,0.05495,0.047892,0.078357
0.026655,-0.085035,9.911,0.13314,0.19321,-0.13638
0.23173,0.033409,9.8332,0.030211,0.074068,0.15285
0.13979,-0.089938,9.8465,0.094266,-0.0030765,-0.16782
-0.070401,-0.25321,9.7561,0.051071,0.025555,0.0065946
-0.14448,-0.1884,9.8642,-0.012448,-0.025252,-0.090012
0.036177,0.06566,9.6274,-0.035835,-0.065223,-0.017878
-0.022765,0.0054613,9.7814,-0.00010321,-0.064755,0.00039901
-0.011259,-0.12748,9.7841,0.1249,-0.15196,-0.0026517
-0.074662,-0.08136,9.6788,-0.021015,-0.096662,-0.089903
0.076441,-0.083869,9.632,-0.15901,0.045639,0.087099
-0.043146,0.11051,9.6558,-0.12623,-0.036509,0.045626
0.12306,0.29342,9.7545,0.0070644,-0.071201,0.12201
0.031107,0.020569,9.6226,0.09323,-0.021554,0.16942
0.13526,-0.06798,9.8658,0.24751,0.047759,-0.15065
0.055819,0.10781,9.8851,-0.015924,-0.08698,-0.016246
-0.022965,0.025956,9.6634,0.10381,0.025715,-0.10427
-0.14346,0.061679,9.7649,-0.016542,0.064127,0.0078965
-0.081717,-0.00019054,9.7639,0.094935,-0.054155,-0.034726
0.07579,-0.018524,9.8387,0.17464,-0.054669,-0.089396
0.11106,-0.036988,9.8727,0.1054,0.0058604,0.085727
-0.14106,0.12638,9.764,0.053632,0.031262,0.068588
0.085476,0.012237,9.7829,-0.020817,-0.03213,-0.032951
-0.047166,-0.089913,9.7474,0.042753,-0.068065,-0.098773
0.011622,0.12141,9.5727,-0.093725,-0.087094,-0.0082981
0.011575,-0.063313,9.932,-0.082925,-0.0063159,-0.0068679
0.28906,-0.034229,9.9723,-0.046622,0.10765,0.11506
0.038516,0.19083,9.9295,-0.0089049,-0.062215,-0.016565
-0.094811,-0.10949,9.8517,0.01086,-0.093833,-0.028399
-0.17475,-0.029091,9.6906,-0.055404,-0.11092,-0.15708
0.054659,-0.18348,9.8694,-0.015823,0.0073577,0.048916
0.087274,-0.073205,9.7758,-0.052044,0.081617,0.060756
-0.11352,-0.14977,9.7163,-0.046014,0.079032,-0.10149
0.13819,-0.15578,9.7768,-0.059399,-0.020727,-0.062002
0.1837,0.29072,9.6231,0.062372,0.073034,-0.081869
0.028657,0.099532,9.8699,0.11552,-0.10699,0.075686
