3.3581,3.1462,11.614,2.7889,4.2529,-3.4203
3.8193,3.96,12.121,3.8818,4.0306,-3.1155
4.1169,4.1966,12.638,4.0242,3.0723,-2.6674
4.5103,4.5427,12.894,4.3094,2.1735,-1.8001
4.4924,4.7778,12.573,4.3807,0.85612,-0.51071
4.6944,4.7715,12.704,3.9097,-0.10916,0.41991
4.2492,4.3992,12.385,3.6313,-0.52833,1.2874
4.0601,4.0458,11.904,2.8304,-1.7084,1.9147
3.6216,3.6148,11.303,2.7243,-2.0528,2.1113
2.9994,2.9958,10.761,2.2674,-2.6177,2.9052
2.199,2.4448,9.9941,1.3652,-3.1357,3.0218
1.9891,2.0245,9.5215,0.80674,-3.3278,2.7647
1.2407,0.84128,8.7091,0.035842,-3.3395,3.2022
1.0607,0.81811,8.4861,-0.041569,-3.1878,2.7004
0.48118,0.30582,7.7173,-0.66392,-3.0118,2.4726
0.36078,-0.10456,7.6922,-1.1472,-2.9904,2.2443
0.11292,-0.041388,7.3811,-1.1384,-2.1897,1.7593
0.22006,-0.34108,6.9628,-1.0451,-1.8997,1.365
0.3265,-0.17249,7.0596,-1.2855,-1.2899,0.79457
0.21432,-0.3803,7.3339,-0.78946,-0.59045,0.62562
0.34371,-0.25965,6.8833,-0.47586,-0.56988,0.59833
0.28228,0.28836,7.3039,0.12031,0.25243,0.15487
0.51767,0.1668,7.1673,0.009246,-0.019547,-0.14177
0.56576,0.67098,7.4696,0.38893,0.10437,-0.17259
0.67939,0.95095,7.3739,0.52006,0.43996,-0.23569
0.52757,0.86564,6.9985,0.99519,-0.18986,0.11595
0.59585,0.87929,7.2423,0.99737,0.28749,0.49884
0.52697,0.95256,6.9876,1.0959,0.084991,0.28914
-0.013479,1.1835,6.9793,0.93979,0.074753,0.51828
-0.027479,0.79869,6.3616,1.1212,-0.47431,0.82897
-0.21967,0.9018,6.4086,0.81474,-0.098026,1.0573
-0.4029,0.35545,6.1735,0.61996,0.38781,1.3085
-0.3859,0.42217,6.0346,0.1205,0.008209,1.3822
-0.54263,0.047909,5.9659,0.3749,0.58378,1.3144
-0.57051,-0.24041,5.8186,0.0034909,0.27218,1.6805
-0.55031,-0.15236,5.6645,-0.25467,0.68628,1.4059
-0.36945,-0.63019,5.7051,-0.31425,0.62719,1.6096
-0.46726,-0.31275,5.4842,-0.72577,0.84645,1.3711
-0.043732,-1.0177,5.7413,-1.0516,0.95073,1.8492
0.12776,-0.99421,6.0107,-0.86691,1.0525,1.05
0.47988,-1.0488,5.867,-1.0409,1.1486,1.0165
0.45126,-1.0879,6.0997,-0.68621,0.96656,0.9511
